rid;time;value
0;2017-02-26 02:55:00;0
0;2017-02-26 03:00:00;0
0;2017-02-26 03:05:00;0
53072793;2017-02-26 03:10:00;1
0;2017-02-26 03:15:00;0
0;2017-02-26 03:20:00;0
0;2017-02-26 03:25:00;0
0;2017-02-26 03:30:00;0
0;2017-02-26 03:35:00;0
0;2017-02-26 03:40:00;0
0;2017-02-26 03:45:00;0
0;2017-02-26 03:50:00;0
0;2017-02-26 03:55:00;0
0;2017-02-26 04:00:00;0
0;2017-02-26 04:05:00;0
0;2017-02-26 04:10:00;0
0;2017-02-26 04:15:00;0
0;2017-02-26 04:20:00;0
0;2017-02-26 04:25:00;0
0;2017-02-26 04:30:00;0
0;2017-02-26 04:35:00;0
53073424;2017-02-26 04:40:00;2
0;2017-02-26 04:45:00;0
0;2017-02-26 04:50:00;0
0;2017-02-26 04:55:00;0
0;2017-02-26 05:00:00;0
0;2017-02-26 05:05:00;0
0;2017-02-26 05:10:00;0
0;2017-02-26 05:15:00;0
0;2017-02-26 05:20:00;0
0;2017-02-26 05:25:00;0
0;2017-02-26 05:30:00;0
0;2017-02-26 05:35:00;0
53073750;2017-02-26 05:40:00;1
0;2017-02-26 05:45:00;0
0;2017-02-26 05:50:00;0
0;2017-02-26 05:55:00;0
0;2017-02-26 06:00:00;0
0;2017-02-26 06:05:00;0
0;2017-02-26 06:10:00;0
0;2017-02-26 06:15:00;0
0;2017-02-26 06:20:00;0
0;2017-02-26 06:25:00;0
0;2017-02-26 06:30:00;0
0;2017-02-26 06:35:00;0
0;2017-02-26 06:40:00;0
0;2017-02-26 06:45:00;0
0;2017-02-26 06:50:00;0
0;2017-02-26 06:55:00;0
0;2017-02-26 07:00:00;0
0;2017-02-26 07:05:00;0
53074444;2017-02-26 07:10:00;1
0;2017-02-26 07:15:00;0
0;2017-02-26 07:20:00;0
0;2017-02-26 07:25:00;0
0;2017-02-26 07:30:00;0
0;2017-02-26 07:35:00;0
0;2017-02-26 07:40:00;0
0;2017-02-26 07:45:00;0
0;2017-02-26 07:50:00;0
53074955;2017-02-26 07:55:00;1
53075087;2017-02-26 08:00:00;1
0;2017-02-26 08:05:00;0
0;2017-02-26 08:10:00;0
53075609;2017-02-26 08:15:00;5
53075892;2017-02-26 08:20:00;2
53076082;2017-02-26 08:25:00;1
0;2017-02-26 08:30:00;0
0;2017-02-26 08:35:00;0
53076603;2017-02-26 08:40:00;2
53076737;2017-02-26 08:45:00;1
53076891;2017-02-26 08:50:00;2
0;2017-02-26 08:55:00;0
0;2017-02-26 09:00:00;0
53077167;2017-02-26 09:05:00;1
53077287;2017-02-26 09:10:00;1
53077299;2017-02-26 09:15:00;2
0;2017-02-26 09:20:00;0
53077549;2017-02-26 09:25:00;1
53077631;2017-02-26 09:30:00;2
53077736;2017-02-26 09:35:00;4
53077892;2017-02-26 09:40:00;2
53077936;2017-02-26 09:45:00;4
0;2017-02-26 09:50:00;0
53078192;2017-02-26 09:55:00;1
0;2017-02-26 10:00:00;0
53078433;2017-02-26 10:05:00;1
0;2017-02-26 10:10:00;0
53078626;2017-02-26 10:15:00;1
53078683;2017-02-26 10:20:00;1
53078826;2017-02-26 10:25:00;2
0;2017-02-26 10:30:00;0
53079050;2017-02-26 10:35:00;1
53079174;2017-02-26 10:40:00;1
53079359;2017-02-26 10:45:00;1
0;2017-02-26 10:50:00;0
0;2017-02-26 10:55:00;0
53079678;2017-02-26 11:00:00;1
0;2017-02-26 11:05:00;0
0;2017-02-26 11:10:00;0
0;2017-02-26 11:15:00;0
0;2017-02-26 11:20:00;0
0;2017-02-26 11:25:00;0
0;2017-02-26 11:30:00;0
0;2017-02-26 11:35:00;0
53080469;2017-02-26 11:40:00;1
0;2017-02-26 11:45:00;0
53080774;2017-02-26 11:50:00;1
0;2017-02-26 11:55:00;0
0;2017-02-26 12:00:00;0
0;2017-02-26 12:05:00;0
0;2017-02-26 12:10:00;0
53081536;2017-02-26 12:15:00;1
0;2017-02-26 12:20:00;0
0;2017-02-26 12:25:00;0
0;2017-02-26 12:30:00;0
53082127;2017-02-26 12:35:00;1
0;2017-02-26 12:40:00;0
0;2017-02-26 12:45:00;0
0;2017-02-26 12:50:00;0
0;2017-02-26 12:55:00;0
0;2017-02-26 13:00:00;0
53083211;2017-02-26 13:05:00;2
0;2017-02-26 13:10:00;0
0;2017-02-26 13:15:00;0
53083743;2017-02-26 13:20:00;1
53083837;2017-02-26 13:25:00;1
0;2017-02-26 13:30:00;0
0;2017-02-26 13:35:00;0
0;2017-02-26 13:40:00;0
0;2017-02-26 13:45:00;0
0;2017-02-26 13:50:00;0
0;2017-02-26 13:55:00;0
0;2017-02-26 14:00:00;0
0;2017-02-26 14:05:00;0
0;2017-02-26 14:10:00;0
53085658;2017-02-26 14:15:00;1
0;2017-02-26 14:20:00;0
0;2017-02-26 14:25:00;0
0;2017-02-26 14:30:00;0
0;2017-02-26 14:35:00;0
0;2017-02-26 14:40:00;0
0;2017-02-26 14:45:00;0
0;2017-02-26 14:50:00;0
0;2017-02-26 14:55:00;0
0;2017-02-26 15:00:00;0
0;2017-02-26 15:05:00;0
53087740;2017-02-26 15:10:00;1
0;2017-02-26 15:15:00;0
0;2017-02-26 15:20:00;0
0;2017-02-26 15:25:00;0
0;2017-02-26 15:30:00;0
53088948;2017-02-26 15:35:00;1
53089141;2017-02-26 15:40:00;1
53089441;2017-02-26 15:45:00;2
53089628;2017-02-26 15:50:00;1
53089919;2017-02-26 15:55:00;2
0;2017-02-26 16:00:00;0
0;2017-02-26 16:05:00;0
0;2017-02-26 16:10:00;0
0;2017-02-26 16:15:00;0
53091490;2017-02-26 16:20:00;2
53091762;2017-02-26 16:25:00;1
53091987;2017-02-26 16:30:00;1
0;2017-02-26 16:35:00;0
0;2017-02-26 16:40:00;0
0;2017-02-26 16:45:00;0
0;2017-02-26 16:50:00;0
0;2017-02-26 16:55:00;0
0;2017-02-26 17:00:00;0
0;2017-02-26 17:05:00;0
0;2017-02-26 17:10:00;0
53094045;2017-02-26 17:15:00;1
0;2017-02-26 17:20:00;0
0;2017-02-26 17:25:00;0
0;2017-02-26 17:30:00;0
0;2017-02-26 17:35:00;0
0;2017-02-26 17:40:00;0
53095404;2017-02-26 17:45:00;5
53095772;2017-02-26 17:50:00;1
53096008;2017-02-26 17:55:00;6
53096195;2017-02-26 18:00:00;4
0;2017-02-26 18:05:00;0
53096909;2017-02-26 18:10:00;1
53097047;2017-02-26 18:15:00;3
53097440;2017-02-26 18:20:00;4
53097568;2017-02-26 18:25:00;5
0;2017-02-26 18:30:00;0
53098200;2017-02-26 18:35:00;1
0;2017-02-26 18:40:00;0
53098586;2017-02-26 18:45:00;2
53098756;2017-02-26 18:50:00;5
0;2017-02-26 18:55:00;0
53099305;2017-02-26 19:00:00;1
53099568;2017-02-26 19:05:00;1
53099643;2017-02-26 19:10:00;2
53099962;2017-02-26 19:15:00;1
53100311;2017-02-26 19:20:00;1
53100444;2017-02-26 19:25:00;5
53100766;2017-02-26 19:30:00;1
53101028;2017-02-26 19:35:00;1
53101122;2017-02-26 19:40:00;3
53101448;2017-02-26 19:45:00;6
53101661;2017-02-26 19:50:00;2
53101916;2017-02-26 19:55:00;1
0;2017-02-26 20:00:00;0
53102402;2017-02-26 20:05:00;1
53102614;2017-02-26 20:10:00;5
53103132;2017-02-26 20:15:00;1
53103337;2017-02-26 20:20:00;1
53103394;2017-02-26 20:25:00;1
53103710;2017-02-26 20:30:00;1
53103881;2017-02-26 20:35:00;3
0;2017-02-26 20:40:00;0
53104427;2017-02-26 20:45:00;1
53104547;2017-02-26 20:50:00;2
53104873;2017-02-26 20:55:00;1
53105062;2017-02-26 21:00:00;3
0;2017-02-26 21:05:00;0
0;2017-02-26 21:10:00;0
0;2017-02-26 21:15:00;0
53106074;2017-02-26 21:20:00;1
53106347;2017-02-26 21:25:00;1
0;2017-02-26 21:30:00;0
0;2017-02-26 21:35:00;0
53107011;2017-02-26 21:40:00;2
0;2017-02-26 21:45:00;0
53107560;2017-02-26 21:50:00;1
53107699;2017-02-26 21:55:00;1
53108156;2017-02-26 22:00:00;1
53108321;2017-02-26 22:05:00;1
53108682;2017-02-26 22:10:00;2
53108776;2017-02-26 22:15:00;1
53109040;2017-02-26 22:20:00;1
53109172;2017-02-26 22:25:00;1
53109358;2017-02-26 22:30:00;1
53109588;2017-02-26 22:35:00;3
53109731;2017-02-26 22:40:00;3
53109819;2017-02-26 22:45:00;3
0;2017-02-26 22:50:00;0
53110312;2017-02-26 22:55:00;1
0;2017-02-26 23:00:00;0
53110632;2017-02-26 23:05:00;1
53110852;2017-02-26 23:10:00;2
0;2017-02-26 23:15:00;0
53111360;2017-02-26 23:20:00;1
53111532;2017-02-26 23:25:00;2
53111652;2017-02-26 23:30:00;1
0;2017-02-26 23:35:00;0
53111954;2017-02-26 23:40:00;1
0;2017-02-26 23:45:00;0
0;2017-02-26 23:50:00;0
0;2017-02-26 23:55:00;0
53112412;2017-02-27 00:00:00;2
0;2017-02-27 00:05:00;0
53112726;2017-02-27 00:10:00;2
53112914;2017-02-27 00:15:00;1
0;2017-02-27 00:20:00;0
0;2017-02-27 00:25:00;0
0;2017-02-27 00:30:00;0
53113291;2017-02-27 00:35:00;1
0;2017-02-27 00:40:00;0
53113502;2017-02-27 00:45:00;1
0;2017-02-27 00:50:00;0
53113706;2017-02-27 00:55:00;1
53113927;2017-02-27 01:00:00;1
0;2017-02-27 01:05:00;0
53114067;2017-02-27 01:10:00;1
0;2017-02-27 01:15:00;0
53114276;2017-02-27 01:20:00;1
0;2017-02-27 01:25:00;0
0;2017-02-27 01:30:00;0
0;2017-02-27 01:35:00;0
0;2017-02-27 01:40:00;0
0;2017-02-27 01:45:00;0
0;2017-02-27 01:50:00;0
53114821;2017-02-27 01:55:00;1
0;2017-02-27 02:00:00;0
0;2017-02-27 02:05:00;0
0;2017-02-27 02:10:00;0
0;2017-02-27 02:15:00;0
53115161;2017-02-27 02:20:00;1
53115190;2017-02-27 02:25:00;2
53115221;2017-02-27 02:30:00;1
53115261;2017-02-27 02:35:00;1
0;2017-02-27 02:40:00;0
0;2017-02-27 02:45:00;0
0;2017-02-27 02:50:00;0
53115496;2017-02-27 02:55:00;1
53115544;2017-02-27 03:00:00;1
53115921;2017-02-27 03:05:00;1
0;2017-02-27 03:10:00;0
0;2017-02-27 03:15:00;0
0;2017-02-27 03:20:00;0
53116085;2017-02-27 03:25:00;1
0;2017-02-27 03:30:00;0
0;2017-02-27 03:35:00;0
0;2017-02-27 03:40:00;0
0;2017-02-27 03:45:00;0
0;2017-02-27 03:50:00;0
0;2017-02-27 03:55:00;0
0;2017-02-27 04:00:00;0
0;2017-02-27 04:05:00;0
53116329;2017-02-27 04:10:00;1
0;2017-02-27 04:15:00;0
0;2017-02-27 04:20:00;0
0;2017-02-27 04:25:00;0
0;2017-02-27 04:30:00;0
0;2017-02-27 04:35:00;0
53116473;2017-02-27 04:40:00;1
0;2017-02-27 04:45:00;0
0;2017-02-27 04:50:00;0
0;2017-02-27 04:55:00;0
0;2017-02-27 05:00:00;0
0;2017-02-27 05:05:00;0
0;2017-02-27 05:10:00;0
0;2017-02-27 05:15:00;0
53116716;2017-02-27 05:20:00;1
0;2017-02-27 05:25:00;0
0;2017-02-27 05:30:00;0
0;2017-02-27 05:35:00;0
53116865;2017-02-27 05:40:00;1
0;2017-02-27 05:45:00;0
0;2017-02-27 05:50:00;0
0;2017-02-27 05:55:00;0
0;2017-02-27 06:00:00;0
0;2017-02-27 06:05:00;0
53117156;2017-02-27 06:10:00;1
0;2017-02-27 06:15:00;0
0;2017-02-27 06:20:00;0
0;2017-02-27 06:25:00;0
0;2017-02-27 06:30:00;0
0;2017-02-27 06:35:00;0
0;2017-02-27 06:40:00;0
53117479;2017-02-27 06:45:00;1
0;2017-02-27 06:50:00;0
0;2017-02-27 06:55:00;0
53117779;2017-02-27 07:00:00;1
0;2017-02-27 07:05:00;0
0;2017-02-27 07:10:00;0
53118004;2017-02-27 07:15:00;1
53118116;2017-02-27 07:20:00;1
0;2017-02-27 07:25:00;0
0;2017-02-27 07:30:00;0
53118409;2017-02-27 07:35:00;2
0;2017-02-27 07:40:00;0
53118684;2017-02-27 07:45:00;2
0;2017-02-27 07:50:00;0
53119031;2017-02-27 07:55:00;2
53119160;2017-02-27 08:00:00;5
53119307;2017-02-27 08:05:00;3
53119583;2017-02-27 08:10:00;2
0;2017-02-27 08:15:00;0
53120051;2017-02-27 08:20:00;8
53120246;2017-02-27 08:25:00;7
53120502;2017-02-27 08:30:00;4
53120777;2017-02-27 08:35:00;6
53121076;2017-02-27 08:40:00;18
53121446;2017-02-27 08:45:00;28
53122052;2017-02-27 08:50:00;38
53122818;2017-02-27 08:55:00;87
53123942;2017-02-27 09:00:00;66
53124756;2017-02-27 09:05:00;33
53125377;2017-02-27 09:10:00;22
53125986;2017-02-27 09:15:00;24
53126419;2017-02-27 09:20:00;16
53126851;2017-02-27 09:25:00;14
53127302;2017-02-27 09:30:00;12
53127651;2017-02-27 09:35:00;7
53127928;2017-02-27 09:40:00;17
53128272;2017-02-27 09:45:00;10
53128743;2017-02-27 09:50:00;6
53129025;2017-02-27 09:55:00;13
53129382;2017-02-27 10:00:00;7
53129829;2017-02-27 10:05:00;11
53130155;2017-02-27 10:10:00;8
53130559;2017-02-27 10:15:00;9
53131054;2017-02-27 10:20:00;10
53131591;2017-02-27 10:25:00;10
53132114;2017-02-27 10:30:00;24
53132846;2017-02-27 10:35:00;41
53133741;2017-02-27 10:40:00;95
53134722;2017-02-27 10:45:00;87
53135600;2017-02-27 10:50:00;29
53136174;2017-02-27 10:55:00;10
53136733;2017-02-27 11:00:00;10
53137109;2017-02-27 11:05:00;18
53137582;2017-02-27 11:10:00;5
53137962;2017-02-27 11:15:00;6
53138376;2017-02-27 11:20:00;9
53138770;2017-02-27 11:25:00;10
53139229;2017-02-27 11:30:00;6
53139483;2017-02-27 11:35:00;7
53140035;2017-02-27 11:40:00;2
53140221;2017-02-27 11:45:00;15
53140737;2017-02-27 11:50:00;4
53141162;2017-02-27 11:55:00;8
53141673;2017-02-27 12:00:00;12
53142230;2017-02-27 12:05:00;23
53143056;2017-02-27 12:10:00;43
53144054;2017-02-27 12:15:00;78
53145123;2017-02-27 12:20:00;31
53145785;2017-02-27 12:25:00;7
53146235;2017-02-27 12:30:00;8
53146749;2017-02-27 12:35:00;6
53147024;2017-02-27 12:40:00;6
53147513;2017-02-27 12:45:00;14
53147917;2017-02-27 12:50:00;8
53148369;2017-02-27 12:55:00;8
53148760;2017-02-27 13:00:00;5
53149357;2017-02-27 13:05:00;18
53149933;2017-02-27 13:10:00;6
53150558;2017-02-27 13:15:00;10
53150939;2017-02-27 13:20:00;10
53151481;2017-02-27 13:25:00;9
53151945;2017-02-27 13:30:00;12
53152442;2017-02-27 13:35:00;10
53152861;2017-02-27 13:40:00;14
53153614;2017-02-27 13:45:00;67
53154829;2017-02-27 13:50:00;83
53156380;2017-02-27 13:55:00;81
53157420;2017-02-27 14:00:00;29
53158220;2017-02-27 14:05:00;8
53158822;2017-02-27 14:10:00;8
53159369;2017-02-27 14:15:00;7
53159953;2017-02-27 14:20:00;9
53160512;2017-02-27 14:25:00;5
53161180;2017-02-27 14:30:00;3
53161576;2017-02-27 14:35:00;8
53161829;2017-02-27 14:40:00;6
53162370;2017-02-27 14:45:00;10
53163029;2017-02-27 14:50:00;3
53163334;2017-02-27 14:55:00;5
53163823;2017-02-27 15:00:00;7
53164396;2017-02-27 15:05:00;12
53164989;2017-02-27 15:10:00;19
53165646;2017-02-27 15:15:00;23
53166312;2017-02-27 15:20:00;54
53167392;2017-02-27 15:25:00;59
53168592;2017-02-27 15:30:00;48
53169719;2017-02-27 15:35:00;16
53170459;2017-02-27 15:40:00;8
53171059;2017-02-27 15:45:00;12
53171700;2017-02-27 15:50:00;7
53172134;2017-02-27 15:55:00;2
53172578;2017-02-27 16:00:00;5
53173040;2017-02-27 16:05:00;15
53173655;2017-02-27 16:10:00;6
53174183;2017-02-27 16:15:00;7
53174738;2017-02-27 16:20:00;5
53175267;2017-02-27 16:25:00;6
53175958;2017-02-27 16:30:00;1
53176027;2017-02-27 16:35:00;3
53176653;2017-02-27 16:40:00;4
53177218;2017-02-27 16:45:00;7
53177793;2017-02-27 16:50:00;7
53178493;2017-02-27 16:55:00;22
53179469;2017-02-27 17:00:00;27
53180681;2017-02-27 17:05:00;13
53181588;2017-02-27 17:10:00;6
53182150;2017-02-27 17:15:00;10
53182801;2017-02-27 17:20:00;4
53183303;2017-02-27 17:25:00;4
53184029;2017-02-27 17:30:00;6
53184376;2017-02-27 17:35:00;11
53184918;2017-02-27 17:40:00;1
53185193;2017-02-27 17:45:00;11
53185749;2017-02-27 17:50:00;12
53186437;2017-02-27 17:55:00;4
53186834;2017-02-27 18:00:00;2
53187695;2017-02-27 18:05:00;1
53188224;2017-02-27 18:10:00;6
53188788;2017-02-27 18:15:00;5
53189383;2017-02-27 18:20:00;10
53189814;2017-02-27 18:25:00;13
53190530;2017-02-27 18:30:00;15
53191129;2017-02-27 18:35:00;14
53191851;2017-02-27 18:40:00;7
53192300;2017-02-27 18:45:00;5
53192907;2017-02-27 18:50:00;5
53193232;2017-02-27 18:55:00;5
53193642;2017-02-27 19:00:00;7
53194086;2017-02-27 19:05:00;3
53194435;2017-02-27 19:10:00;4
0;2017-02-27 19:15:00;0
53195100;2017-02-27 19:20:00;1
0;2017-02-27 19:25:00;0
53196071;2017-02-27 19:30:00;1
0;2017-02-27 19:35:00;0
53196625;2017-02-27 19:40:00;2
53197008;2017-02-27 19:45:00;4
53197726;2017-02-27 19:50:00;1
53197982;2017-02-27 19:55:00;4
0;2017-02-27 20:00:00;0
53198820;2017-02-27 20:05:00;2
53199168;2017-02-27 20:10:00;5
53199542;2017-02-27 20:15:00;2
53199919;2017-02-27 20:20:00;3
53200553;2017-02-27 20:25:00;1
53200748;2017-02-27 20:30:00;3
53201155;2017-02-27 20:35:00;2
53201428;2017-02-27 20:40:00;2
53201830;2017-02-27 20:45:00;4
53202162;2017-02-27 20:50:00;2
53202477;2017-02-27 20:55:00;3
53202811;2017-02-27 21:00:00;9
53203381;2017-02-27 21:05:00;1
53203701;2017-02-27 21:10:00;1
53203838;2017-02-27 21:15:00;5
53204368;2017-02-27 21:20:00;2
53205043;2017-02-27 21:25:00;2
53205290;2017-02-27 21:30:00;3
53205663;2017-02-27 21:35:00;2
53205905;2017-02-27 21:40:00;1
53206350;2017-02-27 21:45:00;3
53206689;2017-02-27 21:50:00;2
53206943;2017-02-27 21:55:00;4
53207369;2017-02-27 22:00:00;8
53207635;2017-02-27 22:05:00;1
53208024;2017-02-27 22:10:00;2
53208456;2017-02-27 22:15:00;5
53208617;2017-02-27 22:20:00;4
53208986;2017-02-27 22:25:00;1
53209279;2017-02-27 22:30:00;2
53209438;2017-02-27 22:35:00;5
53209675;2017-02-27 22:40:00;1
53209963;2017-02-27 22:45:00;5
53210292;2017-02-27 22:50:00;3
53210526;2017-02-27 22:55:00;5
53210972;2017-02-27 23:00:00;2
53211127;2017-02-27 23:05:00;1
0;2017-02-27 23:10:00;0
53211762;2017-02-27 23:15:00;4
53212053;2017-02-27 23:20:00;4
53212321;2017-02-27 23:25:00;3
0;2017-02-27 23:30:00;0
0;2017-02-27 23:35:00;0
53212922;2017-02-27 23:40:00;3
0;2017-02-27 23:45:00;0
53213285;2017-02-27 23:50:00;2
53213480;2017-02-27 23:55:00;4
53213681;2017-02-28 00:00:00;3
53213927;2017-02-28 00:05:00;1
0;2017-02-28 00:10:00;0
53214294;2017-02-28 00:15:00;2
0;2017-02-28 00:20:00;0
53214634;2017-02-28 00:25:00;1
53214751;2017-02-28 00:30:00;4
53214987;2017-02-28 00:35:00;2
53215159;2017-02-28 00:40:00;2
53215253;2017-02-28 00:45:00;3
0;2017-02-28 00:50:00;0
53215493;2017-02-28 00:55:00;2
0;2017-02-28 01:00:00;0
0;2017-02-28 01:05:00;0
53216057;2017-02-28 01:10:00;1
53216125;2017-02-28 01:15:00;2
53216235;2017-02-28 01:20:00;2
0;2017-02-28 01:25:00;0
53216463;2017-02-28 01:30:00;1
0;2017-02-28 01:35:00;0
0;2017-02-28 01:40:00;0
0;2017-02-28 01:45:00;0
53216786;2017-02-28 01:50:00;2
0;2017-02-28 01:55:00;0
0;2017-02-28 02:00:00;0
0;2017-02-28 02:05:00;0
0;2017-02-28 02:10:00;0
0;2017-02-28 02:15:00;0
53217189;2017-02-28 02:20:00;1
53217235;2017-02-28 02:25:00;3
53217342;2017-02-28 02:30:00;2
53217389;2017-02-28 02:35:00;2
0;2017-02-28 02:40:00;0
0;2017-02-28 02:45:00;0
53217547;2017-02-28 02:50:00;5
0;2017-02-28 02:55:00;0
0;2017-02-28 03:00:00;0
53218162;2017-02-28 03:05:00;2
53218355;2017-02-28 03:10:00;1
0;2017-02-28 03:15:00;0
0;2017-02-28 03:20:00;0
0;2017-02-28 03:25:00;0
0;2017-02-28 03:30:00;0
0;2017-02-28 03:35:00;0
0;2017-02-28 03:40:00;0
0;2017-02-28 03:45:00;0
0;2017-02-28 03:50:00;0
53218659;2017-02-28 03:55:00;2
0;2017-02-28 04:00:00;0
0;2017-02-28 04:05:00;0
0;2017-02-28 04:10:00;0
0;2017-02-28 04:15:00;0
53218880;2017-02-28 04:20:00;1
53218883;2017-02-28 04:25:00;1
0;2017-02-28 04:30:00;0
0;2017-02-28 04:35:00;0
53219017;2017-02-28 04:40:00;1
0;2017-02-28 04:45:00;0
0;2017-02-28 04:50:00;0
0;2017-02-28 04:55:00;0
0;2017-02-28 05:00:00;0
0;2017-02-28 05:05:00;0
0;2017-02-28 05:10:00;0
0;2017-02-28 05:15:00;0
53219418;2017-02-28 05:20:00;1
0;2017-02-28 05:25:00;0
0;2017-02-28 05:30:00;0
0;2017-02-28 05:35:00;0
0;2017-02-28 05:40:00;0
0;2017-02-28 05:45:00;0
0;2017-02-28 05:50:00;0
53219978;2017-02-28 05:55:00;1
53220030;2017-02-28 06:00:00;2
53220120;2017-02-28 06:05:00;1
0;2017-02-28 06:10:00;0
0;2017-02-28 06:15:00;0
0;2017-02-28 06:20:00;0
0;2017-02-28 06:25:00;0
53220483;2017-02-28 06:30:00;1
0;2017-02-28 06:35:00;0
0;2017-02-28 06:40:00;0
0;2017-02-28 06:45:00;0
0;2017-02-28 06:50:00;0
0;2017-02-28 06:55:00;0
0;2017-02-28 07:00:00;0
0;2017-02-28 07:05:00;0
0;2017-02-28 07:10:00;0
0;2017-02-28 07:15:00;0
53221178;2017-02-28 07:20:00;2
0;2017-02-28 07:25:00;0
0;2017-02-28 07:30:00;0
53221429;2017-02-28 07:35:00;1
0;2017-02-28 07:40:00;0
53221630;2017-02-28 07:45:00;1
53221768;2017-02-28 07:50:00;2
53221941;2017-02-28 07:55:00;4
53222076;2017-02-28 08:00:00;2
53222278;2017-02-28 08:05:00;1
53222492;2017-02-28 08:10:00;1
53222662;2017-02-28 08:15:00;1
53222900;2017-02-28 08:20:00;1
53222923;2017-02-28 08:25:00;7
53223143;2017-02-28 08:30:00;12
53223383;2017-02-28 08:35:00;10
53223765;2017-02-28 08:40:00;17
53224150;2017-02-28 08:45:00;45
53224862;2017-02-28 08:50:00;96
53225878;2017-02-28 08:55:00;178
53227585;2017-02-28 09:00:00;165
53228865;2017-02-28 09:05:00;57
53229587;2017-02-28 09:10:00;44
53230226;2017-02-28 09:15:00;16
53230697;2017-02-28 09:20:00;13
53230955;2017-02-28 09:25:00;14
53231285;2017-02-28 09:30:00;3
53231626;2017-02-28 09:35:00;7
53231937;2017-02-28 09:40:00;13
53232322;2017-02-28 09:45:00;7
53232756;2017-02-28 09:50:00;6
53233111;2017-02-28 09:55:00;10
53233532;2017-02-28 10:00:00;7
53233962;2017-02-28 10:05:00;4
53234403;2017-02-28 10:10:00;8
53234912;2017-02-28 10:15:00;11
53235362;2017-02-28 10:20:00;15
53235964;2017-02-28 10:25:00;17
53236941;2017-02-28 10:30:00;35
53237956;2017-02-28 10:35:00;71
53239176;2017-02-28 10:40:00;119
53240340;2017-02-28 10:45:00;103
53241320;2017-02-28 10:50:00;71
53241978;2017-02-28 10:55:00;11
53242489;2017-02-28 11:00:00;11
53242948;2017-02-28 11:05:00;7
53243393;2017-02-28 11:10:00;6
53243833;2017-02-28 11:15:00;5
53244259;2017-02-28 11:20:00;8
53244604;2017-02-28 11:25:00;6
53244992;2017-02-28 11:30:00;7
53245491;2017-02-28 11:35:00;7
53245876;2017-02-28 11:40:00;6
53246298;2017-02-28 11:45:00;10
53246853;2017-02-28 11:50:00;10
53247339;2017-02-28 11:55:00;7
53247828;2017-02-28 12:00:00;16
53248424;2017-02-28 12:05:00;23
53249366;2017-02-28 12:10:00;77
53250771;2017-02-28 12:15:00;109
53252403;2017-02-28 12:20:00;86
53253400;2017-02-28 12:25:00;42
53254019;2017-02-28 12:30:00;15
53254465;2017-02-28 12:35:00;12
53254900;2017-02-28 12:40:00;3
53255220;2017-02-28 12:45:00;5
53255519;2017-02-28 12:50:00;6
53256005;2017-02-28 12:55:00;10
53256358;2017-02-28 13:00:00;13
53256869;2017-02-28 13:05:00;11
53257538;2017-02-28 13:10:00;8
53257918;2017-02-28 13:15:00;6
53258297;2017-02-28 13:20:00;7
53258742;2017-02-28 13:25:00;18
53259288;2017-02-28 13:30:00;5
53259890;2017-02-28 13:35:00;12
53260417;2017-02-28 13:40:00;19
53261392;2017-02-28 13:45:00;37
53263162;2017-02-28 13:50:00;124
53265072;2017-02-28 13:55:00;71
53266419;2017-02-28 14:00:00;28
53267481;2017-02-28 14:05:00;14
53268154;2017-02-28 14:10:00;10
53268829;2017-02-28 14:15:00;9
53269432;2017-02-28 14:20:00;6
53270187;2017-02-28 14:25:00;7
53270567;2017-02-28 14:30:00;11
53271118;2017-02-28 14:35:00;20
53271654;2017-02-28 14:40:00;22
53272210;2017-02-28 14:45:00;12
53272804;2017-02-28 14:50:00;11
53273272;2017-02-28 14:55:00;9
53273837;2017-02-28 15:00:00;3
53274298;2017-02-28 15:05:00;11
53274851;2017-02-28 15:10:00;10
53275728;2017-02-28 15:15:00;24
53276569;2017-02-28 15:20:00;36
53277974;2017-02-28 15:25:00;72
53279629;2017-02-28 15:30:00;57
53280964;2017-02-28 15:35:00;23
53281851;2017-02-28 15:40:00;14
53282540;2017-02-28 15:45:00;4
53283305;2017-02-28 15:50:00;9
53283933;2017-02-28 15:55:00;5
53284658;2017-02-28 16:00:00;7
53285115;2017-02-28 16:05:00;9
53285715;2017-02-28 16:10:00;7
53286175;2017-02-28 16:15:00;8
53286912;2017-02-28 16:20:00;5
53287388;2017-02-28 16:25:00;5
53287897;2017-02-28 16:30:00;7
53288549;2017-02-28 16:35:00;7
53289052;2017-02-28 16:40:00;4
53289770;2017-02-28 16:45:00;10
53290317;2017-02-28 16:50:00;12
53291184;2017-02-28 16:55:00;29
53292377;2017-02-28 17:00:00;44
53293857;2017-02-28 17:05:00;33
53294960;2017-02-28 17:10:00;6
53295649;2017-02-28 17:15:00;13
53296286;2017-02-28 17:20:00;12
53296834;2017-02-28 17:25:00;10
53297327;2017-02-28 17:30:00;11
53297941;2017-02-28 17:35:00;7
53298471;2017-02-28 17:40:00;6
53299157;2017-02-28 17:45:00;9
53299649;2017-02-28 17:50:00;9
53300245;2017-02-28 17:55:00;3
53300950;2017-02-28 18:00:00;4
53301475;2017-02-28 18:05:00;3
53302064;2017-02-28 18:10:00;13
53302739;2017-02-28 18:15:00;7
53303368;2017-02-28 18:20:00;13
53304029;2017-02-28 18:25:00;25
53304930;2017-02-28 18:30:00;30
53305831;2017-02-28 18:35:00;9
53306697;2017-02-28 18:40:00;10
