rid;time;value
54995682;2017-03-17 16:55:00;22
54997031;2017-03-17 17:00:00;52
54998525;2017-03-17 17:05:00;37
54999605;2017-03-17 17:10:00;13
55000412;2017-03-17 17:15:00;13
55001122;2017-03-17 17:20:00;7
55001690;2017-03-17 17:25:00;5
55002253;2017-03-17 17:30:00;7
55002765;2017-03-17 17:35:00;2
0;2017-03-17 17:40:00;0
55003752;2017-03-17 17:45:00;6
55004440;2017-03-17 17:50:00;7
55004972;2017-03-17 17:55:00;2
0;2017-03-17 18:00:00;0
55006200;2017-03-17 18:05:00;4
55007445;2017-03-17 18:10:00;1
55007647;2017-03-17 18:15:00;5
55008167;2017-03-17 18:20:00;4
55008796;2017-03-17 18:25:00;7
55009613;2017-03-17 18:30:00;13
55010814;2017-03-17 18:35:00;5
55011418;2017-03-17 18:40:00;8
55012135;2017-03-17 18:45:00;1
55012650;2017-03-17 18:50:00;3
55013016;2017-03-17 18:55:00;4
55013597;2017-03-17 19:00:00;4
55013963;2017-03-17 19:05:00;4
55014317;2017-03-17 19:10:00;3
55014841;2017-03-17 19:15:00;3
55015092;2017-03-17 19:20:00;3
55015505;2017-03-17 19:25:00;4
55015839;2017-03-17 19:30:00;8
55016211;2017-03-17 19:35:00;9
55016637;2017-03-17 19:40:00;5
55016998;2017-03-17 19:45:00;5
55017537;2017-03-17 19:50:00;2
55018066;2017-03-17 19:55:00;2
55018353;2017-03-17 20:00:00;5
55019082;2017-03-17 20:05:00;1
55019366;2017-03-17 20:10:00;5
55019760;2017-03-17 20:15:00;4
55020796;2017-03-17 20:20:00;6
55021379;2017-03-17 20:25:00;3
55021962;2017-03-17 20:30:00;2
55022253;2017-03-17 20:35:00;2
55022793;2017-03-17 20:40:00;2
55022935;2017-03-17 20:45:00;3
55023451;2017-03-17 20:50:00;4
55023849;2017-03-17 20:55:00;7
55024149;2017-03-17 21:00:00;6
55024576;2017-03-17 21:05:00;3
55024922;2017-03-17 21:10:00;2
55025360;2017-03-17 21:15:00;4
55025885;2017-03-17 21:20:00;2
55026085;2017-03-17 21:25:00;3
55026461;2017-03-17 21:30:00;3
55026948;2017-03-17 21:35:00;1
55027216;2017-03-17 21:40:00;7
55027408;2017-03-17 21:45:00;1
55027919;2017-03-17 21:50:00;3
55028140;2017-03-17 21:55:00;3
55028490;2017-03-17 22:00:00;5
55028845;2017-03-17 22:05:00;5
0;2017-03-17 22:10:00;0
55029904;2017-03-17 22:15:00;1
55029977;2017-03-17 22:20:00;5
55030289;2017-03-17 22:25:00;5
55030778;2017-03-17 22:30:00;2
0;2017-03-17 22:35:00;0
55031342;2017-03-17 22:40:00;3
55031554;2017-03-17 22:45:00;2
0;2017-03-17 22:50:00;0
55032044;2017-03-17 22:55:00;3
55032341;2017-03-17 23:00:00;3
55032854;2017-03-17 23:05:00;4
0;2017-03-17 23:10:00;0
55033366;2017-03-17 23:15:00;3
55033633;2017-03-17 23:20:00;3
55033894;2017-03-17 23:25:00;8
55034221;2017-03-17 23:30:00;1
55034366;2017-03-17 23:35:00;6
55034586;2017-03-17 23:40:00;4
55034804;2017-03-17 23:45:00;1
55034995;2017-03-17 23:50:00;3
55035199;2017-03-17 23:55:00;9
55035400;2017-03-18 00:00:00;5
0;2017-03-18 00:05:00;0
55035966;2017-03-18 00:10:00;2
55036030;2017-03-18 00:15:00;3
0;2017-03-18 00:20:00;0
55036507;2017-03-18 00:25:00;4
55036634;2017-03-18 00:30:00;2
55036753;2017-03-18 00:35:00;9
55036983;2017-03-18 00:40:00;1
55037135;2017-03-18 00:45:00;3
55037293;2017-03-18 00:50:00;1
55037500;2017-03-18 00:55:00;3
55037698;2017-03-18 01:00:00;2
55037854;2017-03-18 01:05:00;1
55038040;2017-03-18 01:10:00;2
55038227;2017-03-18 01:15:00;2
0;2017-03-18 01:20:00;0
55038443;2017-03-18 01:25:00;3
0;2017-03-18 01:30:00;0
55038657;2017-03-18 01:35:00;2
55038715;2017-03-18 01:40:00;3
55038789;2017-03-18 01:45:00;4
55038885;2017-03-18 01:50:00;2
0;2017-03-18 01:55:00;0
55039058;2017-03-18 02:00:00;3
0;2017-03-18 02:05:00;0
0;2017-03-18 02:10:00;0
0;2017-03-18 02:15:00;0
0;2017-03-18 02:20:00;0
55039426;2017-03-18 02:25:00;2
0;2017-03-18 02:30:00;0
0;2017-03-18 02:35:00;0
0;2017-03-18 02:40:00;0
55039695;2017-03-18 02:45:00;3
0;2017-03-18 02:50:00;0
0;2017-03-18 02:55:00;0
0;2017-03-18 03:00:00;0
55039932;2017-03-18 03:05:00;2
55039967;2017-03-18 03:10:00;1
55039976;2017-03-18 03:15:00;1
0;2017-03-18 03:20:00;0
55040036;2017-03-18 03:25:00;2
55040062;2017-03-18 03:30:00;1
0;2017-03-18 03:35:00;0
0;2017-03-18 03:40:00;0
0;2017-03-18 03:45:00;0
0;2017-03-18 03:50:00;0
55040209;2017-03-18 03:55:00;1
0;2017-03-18 04:00:00;0
55040269;2017-03-18 04:05:00;1
0;2017-03-18 04:10:00;0
0;2017-03-18 04:15:00;0
55040361;2017-03-18 04:20:00;6
55040433;2017-03-18 04:25:00;1
0;2017-03-18 04:30:00;0
0;2017-03-18 04:35:00;0
55040527;2017-03-18 04:40:00;1
0;2017-03-18 04:45:00;0
55040575;2017-03-18 04:50:00;1
0;2017-03-18 04:55:00;0
0;2017-03-18 05:00:00;0
0;2017-03-18 05:05:00;0
0;2017-03-18 05:10:00;0
0;2017-03-18 05:15:00;0
0;2017-03-18 05:20:00;0
0;2017-03-18 05:25:00;0
0;2017-03-18 05:30:00;0
0;2017-03-18 05:35:00;0
55040889;2017-03-18 05:40:00;1
0;2017-03-18 05:45:00;0
0;2017-03-18 05:50:00;0
0;2017-03-18 05:55:00;0
0;2017-03-18 06:00:00;0
0;2017-03-18 06:05:00;0
0;2017-03-18 06:10:00;0
0;2017-03-18 06:15:00;0
55041185;2017-03-18 06:20:00;1
55041210;2017-03-18 06:25:00;1
0;2017-03-18 06:30:00;0
0;2017-03-18 06:35:00;0
0;2017-03-18 06:40:00;0
0;2017-03-18 06:45:00;0
0;2017-03-18 06:50:00;0
0;2017-03-18 06:55:00;0
0;2017-03-18 07:00:00;0
55041625;2017-03-18 07:05:00;1
0;2017-03-18 07:10:00;0
0;2017-03-18 07:15:00;0
55041758;2017-03-18 07:20:00;1
0;2017-03-18 07:25:00;0
0;2017-03-18 07:30:00;0
55041935;2017-03-18 07:35:00;1
0;2017-03-18 07:40:00;0
0;2017-03-18 07:45:00;0
0;2017-03-18 07:50:00;0
55042236;2017-03-18 07:55:00;2
55042295;2017-03-18 08:00:00;1
55042339;2017-03-18 08:05:00;2
55042479;2017-03-18 08:10:00;1
55042621;2017-03-18 08:15:00;1
55042669;2017-03-18 08:20:00;6
55042820;2017-03-18 08:25:00;3
55042916;2017-03-18 08:30:00;6
55043122;2017-03-18 08:35:00;5
55043214;2017-03-18 08:40:00;35
55043472;2017-03-18 08:45:00;39
55043853;2017-03-18 08:50:00;42
55044494;2017-03-18 08:55:00;126
55045546;2017-03-18 09:00:00;92
55046266;2017-03-18 09:05:00;54
55046698;2017-03-18 09:10:00;38
55047061;2017-03-18 09:15:00;19
55047247;2017-03-18 09:20:00;14
55047472;2017-03-18 09:25:00;14
55047705;2017-03-18 09:30:00;7
55047921;2017-03-18 09:35:00;4
55048120;2017-03-18 09:40:00;10
55048454;2017-03-18 09:45:00;3
55048642;2017-03-18 09:50:00;2
55048793;2017-03-18 09:55:00;10
55049049;2017-03-18 10:00:00;3
55049181;2017-03-18 10:05:00;5
55049393;2017-03-18 10:10:00;7
55049557;2017-03-18 10:15:00;6
55049812;2017-03-18 10:20:00;17
55050049;2017-03-18 10:25:00;15
55050607;2017-03-18 10:30:00;24
55051334;2017-03-18 10:35:00;57
55052209;2017-03-18 10:40:00;118
55053237;2017-03-18 10:45:00;113
55054057;2017-03-18 10:50:00;39
55054481;2017-03-18 10:55:00;20
55054838;2017-03-18 11:00:00;14
55055171;2017-03-18 11:05:00;4
55055368;2017-03-18 11:10:00;5
55055569;2017-03-18 11:15:00;14
55055798;2017-03-18 11:20:00;7
55056098;2017-03-18 11:25:00;7
55056440;2017-03-18 11:30:00;9
55056675;2017-03-18 11:35:00;5
55056898;2017-03-18 11:40:00;10
55057216;2017-03-18 11:45:00;14
55057512;2017-03-18 11:50:00;13
55057854;2017-03-18 11:55:00;13
55058217;2017-03-18 12:00:00;21
55058699;2017-03-18 12:05:00;20
55059409;2017-03-18 12:10:00;111
55060700;2017-03-18 12:15:00;113
55062100;2017-03-18 12:20:00;87
55063089;2017-03-18 12:25:00;39
55063752;2017-03-18 12:30:00;17
55064265;2017-03-18 12:35:00;7
55064761;2017-03-18 12:40:00;11
55065128;2017-03-18 12:45:00;10
0;2017-03-18 12:50:00;0
55065956;2017-03-18 12:55:00;4
55066251;2017-03-18 13:00:00;7
55066665;2017-03-18 13:05:00;4
55066958;2017-03-18 13:10:00;1
55067176;2017-03-18 13:15:00;2
55067507;2017-03-18 13:20:00;10
55067827;2017-03-18 13:25:00;3
55068232;2017-03-18 13:30:00;8
55068746;2017-03-18 13:35:00;8
55069134;2017-03-18 13:40:00;20
55069843;2017-03-18 13:45:00;73
55071308;2017-03-18 13:50:00;123
55072977;2017-03-18 13:55:00;83
55074091;2017-03-18 14:00:00;33
55074791;2017-03-18 14:05:00;22
55075443;2017-03-18 14:10:00;14
55075840;2017-03-18 14:15:00;10
55076307;2017-03-18 14:20:00;6
55076733;2017-03-18 14:25:00;7
55077027;2017-03-18 14:30:00;5
55077631;2017-03-18 14:35:00;3
55077749;2017-03-18 14:40:00;7
55078184;2017-03-18 14:45:00;3
55078555;2017-03-18 14:50:00;3
55079009;2017-03-18 14:55:00;7
55079203;2017-03-18 15:00:00;2
55079582;2017-03-18 15:05:00;5
55080040;2017-03-18 15:10:00;10
55080783;2017-03-18 15:15:00;22
55081332;2017-03-18 15:20:00;40
55082460;2017-03-18 15:25:00;71
55083708;2017-03-18 15:30:00;63
55084611;2017-03-18 15:35:00;19
55085340;2017-03-18 15:40:00;6
55085946;2017-03-18 15:45:00;7
55086223;2017-03-18 15:50:00;8
55086589;2017-03-18 15:55:00;10
55086989;2017-03-18 16:00:00;8
55087302;2017-03-18 16:05:00;13
55087735;2017-03-18 16:10:00;9
55088068;2017-03-18 16:15:00;4
55088615;2017-03-18 16:20:00;2
55089068;2017-03-18 16:25:00;2
55089391;2017-03-18 16:30:00;3
55089509;2017-03-18 16:35:00;4
55090035;2017-03-18 16:40:00;2
55090330;2017-03-18 16:45:00;1
55090670;2017-03-18 16:50:00;3
55091162;2017-03-18 16:55:00;11
55091977;2017-03-18 17:00:00;22
55093019;2017-03-18 17:05:00;12
55093802;2017-03-18 17:10:00;8
55094459;2017-03-18 17:15:00;2
55095016;2017-03-18 17:20:00;4
55095341;2017-03-18 17:25:00;8
55095729;2017-03-18 17:30:00;5
55096044;2017-03-18 17:35:00;6
55096331;2017-03-18 17:40:00;3
55096864;2017-03-18 17:45:00;1
55097300;2017-03-18 17:50:00;3
0;2017-03-18 17:55:00;0
55097822;2017-03-18 18:00:00;11
55098282;2017-03-18 18:05:00;3
55098771;2017-03-18 18:10:00;4
55099032;2017-03-18 18:15:00;2
55099496;2017-03-18 18:20:00;5
55099862;2017-03-18 18:25:00;5
55100387;2017-03-18 18:30:00;1
55100547;2017-03-18 18:35:00;5
55100896;2017-03-18 18:40:00;6
55101334;2017-03-18 18:45:00;1
55101542;2017-03-18 18:50:00;7
55101922;2017-03-18 18:55:00;2
55102304;2017-03-18 19:00:00;6
55102709;2017-03-18 19:05:00;2
0;2017-03-18 19:10:00;0
55103330;2017-03-18 19:15:00;1
55103891;2017-03-18 19:20:00;1
55104188;2017-03-18 19:25:00;1
0;2017-03-18 19:30:00;0
55104540;2017-03-18 19:35:00;2
55104837;2017-03-18 19:40:00;5
55105057;2017-03-18 19:45:00;4
55105548;2017-03-18 19:50:00;1
55105715;2017-03-18 19:55:00;4
55106031;2017-03-18 20:00:00;5
55106375;2017-03-18 20:05:00;4
55106753;2017-03-18 20:10:00;4
55107477;2017-03-18 20:15:00;2
55107531;2017-03-18 20:20:00;1
55107898;2017-03-18 20:25:00;3
55108253;2017-03-18 20:30:00;2
55108634;2017-03-18 20:35:00;1
55109025;2017-03-18 20:40:00;1
55109147;2017-03-18 20:45:00;4
55109569;2017-03-18 20:50:00;3
55109918;2017-03-18 20:55:00;1
55110270;2017-03-18 21:00:00;6
55110598;2017-03-18 21:05:00;5
0;2017-03-18 21:10:00;0
55111207;2017-03-18 21:15:00;3
55111515;2017-03-18 21:20:00;1
55111866;2017-03-18 21:25:00;1
55112090;2017-03-18 21:30:00;2
55112482;2017-03-18 21:35:00;2
55112666;2017-03-18 21:40:00;1
55113133;2017-03-18 21:45:00;1
55113600;2017-03-18 21:50:00;3
55113814;2017-03-18 21:55:00;4
55114037;2017-03-18 22:00:00;1
0;2017-03-18 22:05:00;0
55114592;2017-03-18 22:10:00;2
55115109;2017-03-18 22:15:00;3
0;2017-03-18 22:20:00;0
55115517;2017-03-18 22:25:00;2
0;2017-03-18 22:30:00;0
0;2017-03-18 22:35:00;0
55116053;2017-03-18 22:40:00;3
55116352;2017-03-18 22:45:00;1
0;2017-03-18 22:50:00;0
55116822;2017-03-18 22:55:00;3
55117002;2017-03-18 23:00:00;6
55117340;2017-03-18 23:05:00;2
55117787;2017-03-18 23:10:00;1
55117929;2017-03-18 23:15:00;1
55118210;2017-03-18 23:20:00;2
55118304;2017-03-18 23:25:00;3
55118598;2017-03-18 23:30:00;1
55118796;2017-03-18 23:35:00;1
0;2017-03-18 23:40:00;0
0;2017-03-18 23:45:00;0
0;2017-03-18 23:50:00;0
55119513;2017-03-18 23:55:00;1
55119723;2017-03-19 00:00:00;2
0;2017-03-19 00:05:00;0
0;2017-03-19 00:10:00;0
55120211;2017-03-19 00:15:00;2
55120384;2017-03-19 00:20:00;4
55120689;2017-03-19 00:25:00;1
0;2017-03-19 00:30:00;0
55121017;2017-03-19 00:35:00;2
0;2017-03-19 00:40:00;0
55121243;2017-03-19 00:45:00;1
55121434;2017-03-19 00:50:00;2
0;2017-03-19 00:55:00;0
55121717;2017-03-19 01:00:00;3
55121895;2017-03-19 01:05:00;1
55122040;2017-03-19 01:10:00;1
0;2017-03-19 01:15:00;0
0;2017-03-19 01:20:00;0
55122398;2017-03-19 01:25:00;2
0;2017-03-19 01:30:00;0
55122628;2017-03-19 01:35:00;3
0;2017-03-19 01:40:00;0
55122886;2017-03-19 01:45:00;1
0;2017-03-19 01:50:00;0
0;2017-03-19 01:55:00;0
0;2017-03-19 02:00:00;0
0;2017-03-19 02:05:00;0
0;2017-03-19 02:10:00;0
0;2017-03-19 02:15:00;0
55123504;2017-03-19 02:20:00;3
55123569;2017-03-19 02:25:00;2
0;2017-03-19 02:30:00;0
0;2017-03-19 02:35:00;0
55123890;2017-03-19 02:40:00;1
0;2017-03-19 02:45:00;0
55124049;2017-03-19 02:50:00;1
55124094;2017-03-19 02:55:00;3
55124248;2017-03-19 03:00:00;3
0;2017-03-19 03:05:00;0
0;2017-03-19 03:10:00;0
0;2017-03-19 03:15:00;0
0;2017-03-19 03:20:00;0
0;2017-03-19 03:25:00;0
0;2017-03-19 03:30:00;0
55124567;2017-03-19 03:35:00;1
0;2017-03-19 03:40:00;0
55124699;2017-03-19 03:45:00;1
0;2017-03-19 03:50:00;0
55124805;2017-03-19 03:55:00;1
0;2017-03-19 04:00:00;0
0;2017-03-19 04:05:00;0
0;2017-03-19 04:10:00;0
55125020;2017-03-19 04:15:00;1
55125061;2017-03-19 04:20:00;1
55125136;2017-03-19 04:25:00;1
0;2017-03-19 04:30:00;0
55125190;2017-03-19 04:35:00;2
0;2017-03-19 04:40:00;0
0;2017-03-19 04:45:00;0
0;2017-03-19 04:50:00;0
55125354;2017-03-19 04:55:00;1
0;2017-03-19 05:00:00;0
0;2017-03-19 05:05:00;0
0;2017-03-19 05:10:00;0
0;2017-03-19 05:15:00;0
0;2017-03-19 05:20:00;0
0;2017-03-19 05:25:00;0
0;2017-03-19 05:30:00;0
0;2017-03-19 05:35:00;0
0;2017-03-19 05:40:00;0
0;2017-03-19 05:45:00;0
0;2017-03-19 05:50:00;0
0;2017-03-19 05:55:00;0
55125829;2017-03-19 06:00:00;1
55125865;2017-03-19 06:05:00;1
0;2017-03-19 06:10:00;0
0;2017-03-19 06:15:00;0
0;2017-03-19 06:20:00;0
0;2017-03-19 06:25:00;0
0;2017-03-19 06:30:00;0
55126118;2017-03-19 06:35:00;1
55126217;2017-03-19 06:40:00;1
0;2017-03-19 06:45:00;0
0;2017-03-19 06:50:00;0
0;2017-03-19 06:55:00;0
0;2017-03-19 07:00:00;0
0;2017-03-19 07:05:00;0
0;2017-03-19 07:10:00;0
55126539;2017-03-19 07:15:00;1
0;2017-03-19 07:20:00;0
0;2017-03-19 07:25:00;0
0;2017-03-19 07:30:00;0
55126732;2017-03-19 07:35:00;1
0;2017-03-19 07:40:00;0
0;2017-03-19 07:45:00;0
0;2017-03-19 07:50:00;0
55126987;2017-03-19 07:55:00;1
0;2017-03-19 08:00:00;0
55127104;2017-03-19 08:05:00;1
0;2017-03-19 08:10:00;0
0;2017-03-19 08:15:00;0
0;2017-03-19 08:20:00;0
0;2017-03-19 08:25:00;0
55127587;2017-03-19 08:30:00;1
0;2017-03-19 08:35:00;0
0;2017-03-19 08:40:00;0
55127923;2017-03-19 08:45:00;2
55128056;2017-03-19 08:50:00;1
55128103;2017-03-19 08:55:00;1
55128318;2017-03-19 09:00:00;1
55128422;2017-03-19 09:05:00;1
0;2017-03-19 09:10:00;0
55128592;2017-03-19 09:15:00;2
55128730;2017-03-19 09:20:00;2
55128873;2017-03-19 09:25:00;2
55129106;2017-03-19 09:30:00;1
55129128;2017-03-19 09:35:00;3
55129256;2017-03-19 09:40:00;14
55129453;2017-03-19 09:45:00;16
55129621;2017-03-19 09:50:00;33
55129940;2017-03-19 09:55:00;28
55130206;2017-03-19 10:00:00;23
55130471;2017-03-19 10:05:00;7
55130646;2017-03-19 10:10:00;1
55130820;2017-03-19 10:15:00;4
0;2017-03-19 10:20:00;0
55131073;2017-03-19 10:25:00;2
55131191;2017-03-19 10:30:00;1
55131335;2017-03-19 10:35:00;2
55131504;2017-03-19 10:40:00;2
55131736;2017-03-19 10:45:00;2
55131872;2017-03-19 10:50:00;1
55132006;2017-03-19 10:55:00;2
55132324;2017-03-19 11:00:00;3
0;2017-03-19 11:05:00;0
0;2017-03-19 11:10:00;0
55132875;2017-03-19 11:15:00;3
55133133;2017-03-19 11:20:00;2
55133294;2017-03-19 11:25:00;3
55133476;2017-03-19 11:30:00;2
55133727;2017-03-19 11:35:00;1
55133768;2017-03-19 11:40:00;1
55133962;2017-03-19 11:45:00;2
55134121;2017-03-19 11:50:00;3
55134356;2017-03-19 11:55:00;2
55134496;2017-03-19 12:00:00;4
55134713;2017-03-19 12:05:00;6
55134973;2017-03-19 12:10:00;2
55135209;2017-03-19 12:15:00;9
55135407;2017-03-19 12:20:00;8
55135631;2017-03-19 12:25:00;7
55135897;2017-03-19 12:30:00;3
55136017;2017-03-19 12:35:00;3
55136245;2017-03-19 12:40:00;2
55136523;2017-03-19 12:45:00;1
55136654;2017-03-19 12:50:00;7
55136995;2017-03-19 12:55:00;5
55137092;2017-03-19 13:00:00;3
55137357;2017-03-19 13:05:00;3
55137551;2017-03-19 13:10:00;5
55137877;2017-03-19 13:15:00;3
55138126;2017-03-19 13:20:00;1
55138337;2017-03-19 13:25:00;1
55138520;2017-03-19 13:30:00;4
55138763;2017-03-19 13:35:00;2
55139022;2017-03-19 13:40:00;4
55139194;2017-03-19 13:45:00;2
55139450;2017-03-19 13:50:00;3
55139818;2017-03-19 13:55:00;2
55140056;2017-03-19 14:00:00;5
55140258;2017-03-19 14:05:00;2
55140571;2017-03-19 14:10:00;5
55140877;2017-03-19 14:15:00;4
55141184;2017-03-19 14:20:00;4
55141544;2017-03-19 14:25:00;5
55142017;2017-03-19 14:30:00;2
55142300;2017-03-19 14:35:00;1
55142682;2017-03-19 14:40:00;4
55143113;2017-03-19 14:45:00;2
55143265;2017-03-19 14:50:00;2
55143450;2017-03-19 14:55:00;4
0;2017-03-19 15:00:00;0
55144161;2017-03-19 15:05:00;1
55144298;2017-03-19 15:10:00;3
55144753;2017-03-19 15:15:00;3
55144940;2017-03-19 15:20:00;1
55145368;2017-03-19 15:25:00;2
55145538;2017-03-19 15:30:00;4
55145864;2017-03-19 15:35:00;6
55146240;2017-03-19 15:40:00;2
55146741;2017-03-19 15:45:00;1
55146773;2017-03-19 15:50:00;1
55147038;2017-03-19 15:55:00;2
55147466;2017-03-19 16:00:00;1
55147685;2017-03-19 16:05:00;5
55147910;2017-03-19 16:10:00;3
55148446;2017-03-19 16:15:00;1
55148571;2017-03-19 16:20:00;2
0;2017-03-19 16:25:00;0
55149255;2017-03-19 16:30:00;1
0;2017-03-19 16:35:00;0
55149742;2017-03-19 16:40:00;3
55150067;2017-03-19 16:45:00;2
55150296;2017-03-19 16:50:00;5
55150729;2017-03-19 16:55:00;1
55151106;2017-03-19 17:00:00;1
55151363;2017-03-19 17:05:00;1
0;2017-03-19 17:10:00;0
0;2017-03-19 17:15:00;0
55152075;2017-03-19 17:20:00;2
55152262;2017-03-19 17:25:00;3
55152519;2017-03-19 17:30:00;1
0;2017-03-19 17:35:00;0
0;2017-03-19 17:40:00;0
55153296;2017-03-19 17:45:00;1
55153608;2017-03-19 17:50:00;5
55154078;2017-03-19 17:55:00;2
55154130;2017-03-19 18:00:00;2
55154469;2017-03-19 18:05:00;3
55154770;2017-03-19 18:10:00;4
55155095;2017-03-19 18:15:00;3
55155365;2017-03-19 18:20:00;2
55155651;2017-03-19 18:25:00;3
55155882;2017-03-19 18:30:00;4
55156188;2017-03-19 18:35:00;2
55156508;2017-03-19 18:40:00;6
55156832;2017-03-19 18:45:00;3
55157136;2017-03-19 18:50:00;1
55157272;2017-03-19 18:55:00;3
55157561;2017-03-19 19:00:00;6
55157941;2017-03-19 19:05:00;1
0;2017-03-19 19:10:00;0
55158474;2017-03-19 19:15:00;6
55158748;2017-03-19 19:20:00;4
55159039;2017-03-19 19:25:00;3
55159272;2017-03-19 19:30:00;3
0;2017-03-19 19:35:00;0
55160045;2017-03-19 19:40:00;1
55160151;2017-03-19 19:45:00;1
55160353;2017-03-19 19:50:00;3
55160871;2017-03-19 19:55:00;1
55160977;2017-03-19 20:00:00;2
55161205;2017-03-19 20:05:00;2
55161568;2017-03-19 20:10:00;1
55161804;2017-03-19 20:15:00;6
55162052;2017-03-19 20:20:00;1
55162300;2017-03-19 20:25:00;7
55162614;2017-03-19 20:30:00;2
55162953;2017-03-19 20:35:00;3
55163254;2017-03-19 20:40:00;4
55163664;2017-03-19 20:45:00;4
55163912;2017-03-19 20:50:00;4
0;2017-03-19 20:55:00;0
55164469;2017-03-19 21:00:00;4
55164682;2017-03-19 21:05:00;3
55164992;2017-03-19 21:10:00;2
55165519;2017-03-19 21:15:00;1
55165784;2017-03-19 21:20:00;3
55166048;2017-03-19 21:25:00;3
55166504;2017-03-19 21:30:00;1
55166646;2017-03-19 21:35:00;2
55166944;2017-03-19 21:40:00;2
55167362;2017-03-19 21:45:00;2
55167641;2017-03-19 21:50:00;1
0;2017-03-19 21:55:00;0
0;2017-03-19 22:00:00;0
55168371;2017-03-19 22:05:00;2
55168575;2017-03-19 22:10:00;2
55168872;2017-03-19 22:15:00;2
0;2017-03-19 22:20:00;0
55169422;2017-03-19 22:25:00;1
0;2017-03-19 22:30:00;0
0;2017-03-19 22:35:00;0
0;2017-03-19 22:40:00;0
55170077;2017-03-19 22:45:00;1
55170313;2017-03-19 22:50:00;2
55170552;2017-03-19 22:55:00;3
55170737;2017-03-19 23:00:00;5
55171023;2017-03-19 23:05:00;1
55171303;2017-03-19 23:10:00;2
55171723;2017-03-19 23:15:00;2
55171797;2017-03-19 23:20:00;4
55172023;2017-03-19 23:25:00;3
55172169;2017-03-19 23:30:00;3
55172296;2017-03-19 23:35:00;2
0;2017-03-19 23:40:00;0
55172569;2017-03-19 23:45:00;4
55172806;2017-03-19 23:50:00;1
0;2017-03-19 23:55:00;0
0;2017-03-20 00:00:00;0
0;2017-03-20 00:05:00;0
55173304;2017-03-20 00:10:00;4
0;2017-03-20 00:15:00;0
0;2017-03-20 00:20:00;0
55173859;2017-03-20 00:25:00;1
0;2017-03-20 00:30:00;0
55174182;2017-03-20 00:35:00;2
55174440;2017-03-20 00:40:00;1
0;2017-03-20 00:45:00;0
55174670;2017-03-20 00:50:00;3
0;2017-03-20 00:55:00;0
55174894;2017-03-20 01:00:00;2
0;2017-03-20 01:05:00;0
0;2017-03-20 01:10:00;0
0;2017-03-20 01:15:00;0
0;2017-03-20 01:20:00;0
55175494;2017-03-20 01:25:00;2
0;2017-03-20 01:30:00;0
55175648;2017-03-20 01:35:00;1
55175769;2017-03-20 01:40:00;1
0;2017-03-20 01:45:00;0
55175934;2017-03-20 01:50:00;2
55176049;2017-03-20 01:55:00;2
55176188;2017-03-20 02:00:00;1
55176211;2017-03-20 02:05:00;1
55176312;2017-03-20 02:10:00;1
55176435;2017-03-20 02:15:00;3
0;2017-03-20 02:20:00;0
0;2017-03-20 02:25:00;0
55176627;2017-03-20 02:30:00;3
55176742;2017-03-20 02:35:00;2
55176903;2017-03-20 02:40:00;1
55176928;2017-03-20 02:45:00;1
0;2017-03-20 02:50:00;0
0;2017-03-20 02:55:00;0
55177093;2017-03-20 03:00:00;1
0;2017-03-20 03:05:00;0
55177212;2017-03-20 03:10:00;2
0;2017-03-20 03:15:00;0
55177348;2017-03-20 03:20:00;1
0;2017-03-20 03:25:00;0
0;2017-03-20 03:30:00;0
55177550;2017-03-20 03:35:00;1
0;2017-03-20 03:40:00;0
55177670;2017-03-20 03:45:00;2
0;2017-03-20 03:50:00;0
0;2017-03-20 03:55:00;0
0;2017-03-20 04:00:00;0
0;2017-03-20 04:05:00;0
55177902;2017-03-20 04:10:00;1
55177945;2017-03-20 04:15:00;1
55178004;2017-03-20 04:20:00;1
55178081;2017-03-20 04:25:00;1
55178112;2017-03-20 04:30:00;1
55178213;2017-03-20 04:35:00;1
55178238;2017-03-20 04:40:00;1
0;2017-03-20 04:45:00;0
55178387;2017-03-20 04:50:00;1
55178422;2017-03-20 04:55:00;2
55178481;2017-03-20 05:00:00;1
0;2017-03-20 05:05:00;0
0;2017-03-20 05:10:00;0
0;2017-03-20 05:15:00;0
55178692;2017-03-20 05:20:00;1
0;2017-03-20 05:25:00;0
55178777;2017-03-20 05:30:00;1
0;2017-03-20 05:35:00;0
0;2017-03-20 05:40:00;0
55178910;2017-03-20 05:45:00;1
0;2017-03-20 05:50:00;0
0;2017-03-20 05:55:00;0
55179165;2017-03-20 06:00:00;1
55179236;2017-03-20 06:05:00;1
0;2017-03-20 06:10:00;0
0;2017-03-20 06:15:00;0
0;2017-03-20 06:20:00;0
0;2017-03-20 06:25:00;0
0;2017-03-20 06:30:00;0
55179642;2017-03-20 06:35:00;1
0;2017-03-20 06:40:00;0
55179811;2017-03-20 06:45:00;3
0;2017-03-20 06:50:00;0
0;2017-03-20 06:55:00;0
0;2017-03-20 07:00:00;0
0;2017-03-20 07:05:00;0
55180274;2017-03-20 07:10:00;1
0;2017-03-20 07:15:00;0
55180441;2017-03-20 07:20:00;1
0;2017-03-20 07:25:00;0
0;2017-03-20 07:30:00;0
55180814;2017-03-20 07:35:00;1
55180928;2017-03-20 07:40:00;1
0;2017-03-20 07:45:00;0
55181242;2017-03-20 07:50:00;1
55181469;2017-03-20 07:55:00;4
55181676;2017-03-20 08:00:00;2
55181901;2017-03-20 08:05:00;4
